WKT,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_acc,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,source,method,img_type,sat_date_b,sat_date_a,citation
POINT (103.598411225 22.733776757),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Bat Xat 2017,Bat Xat Lao Cai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.73377676,103.59841123,Vietnam,VN,Lao Cai,Fan Si Pan,21.41,,,COOLR_R,,,,,
POINT (104.293775663 21.5223978660001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.52239787,104.29377566,Vietnam,VN,Yen Bai,Lao Phou Van,17.37,,,COOLR_R,,,,,
POINT (93.8464360840001 23.087886999),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.087887,93.84643608,Myanmar,MM,Chin,Kalemyo,24.11,,,COOLR_R,,,,,
POINT (43.7955000000001 16.9664),yementimes,http://www.yementimes.com/en/1598/news/1263/Hajja-landslides-leave-six-dead.htm,4469,2012/08/10,,"Kahlan, Sa'dah,  Hajja","Tens of residents in Kahlan district in Hajja have been displaced from the area after six people died in landslides Friday morning, according to Hadi Wardan, a member of the Hajja Local Council. “People are afraid that landslides may happen again, part","Kahlan, Sa'dah,  Hajja",5km,landslide,downpour,large,unknown,6.0,0.0,,,,GLC,4469,16.9664,43.7955,Yemen,YE,Şā‘dah,Majz,23.59,2014/04/01,,COOLR_R,,,,,
POINT (29.662 -2.00699999999995),"Monsieurs, E., Jacobs, L., Michellier, C. et al. Landslides (2018).",https://doi.org/10.1007/s10346-018-1008-y,12816,2011/11/10,,,,,5km,mudslide,rain,medium,unknown,3.0,0.0,,,"Rep.cat. = 3, #Un.rep. = 2, R =  3",LIWEAR,RW14,-2.007,29.662,Rwanda,RW,Sud,Nyabarongo,18.73,,,COOLR_R,,,,,
POINT (104.966341478 20.9178835810001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.91788358,104.96634148,Vietnam,VN,Hoa Binh,Gieu Ca,16.82,,,COOLR_R,,,,,
POINT (93.6720156680001 22.239677532),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hakha 2015,Hakha Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.23967753,93.67201567,Myanmar,MM,Chin,Siatlai,16.56,,,COOLR_R,,,,,
POINT (-123.8501 44.0323000000001),Oregon DOT,,8246,2014/12/22,12:00,"OR 126, milepost 14.9",,"OR 126, milepost 14.9",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8246,44.0323,-123.8501,United States,US,Oregon,Florence Municipal,21.51,2016/07/05,,COOLR_R,,,,,
POINT (108.1536 29.3014000000001),Freshnews India,http://www.freshnews.in/china-landslide-kills-seven-1824,53,2007/04/02,,"SW China, Pengshui","7 killed, 1 injured","SW China, Pengshui",5km,landslide,rain,medium,unknown,7.0,0.0,,,,GLC,53,29.3014,108.1536,China,CN,Chongqing,Pengshui,0.01,2014/04/01,,COOLR_R,,,,,
POINT (98.3071 7.88820000000004),phuketgazzette.com,http://www.phuketgazette.net/news/index.asp?fromsearch=yes&Id=6054,328,2007/10/26,01:00,Patong,occurred at 1am,Patong,10km,complex,rain,medium,unknown,0.0,0.0,,,,GLC,328,7.8882,98.3071,Thailand,TH,Phuket,Ko Phuket,9.8,2014/04/01,,COOLR_R,,,,,
POINT (83.2765000000001 28.5266),Kathmandu Post,http://kathmandupost.ekantipur.com/news/2015-07-30/six-dead-in-myagdi-landslides.html,7356,2015/07/30,,Muna-4 VDCs of Myagdi district,Five people were buried by landslide at Tutung in Mudi-8 while another one was killed in Muna-4 VDCs of Myagdi district. The identification of the five killed in Mudi VDC has not been ascertained yet while the deceased has been identified as Alina Pahare,Muna-4 VDCs of Myagdi district,50km,landslide,monsoon,medium,unknown,1.0,0.0,,,,GLC,7356,28.5266,83.2765,Nepal,NP,Dhawalagiri,Dhorpatan,20.91,2015/10/28,,COOLR_R,,,,,
POINT (-75.25982713 4.45994526000004),"Spatio-temporal distribution of slides (1999-2015) in Combeima's River hydrographic basin, Colombia",https://www.researchgate.net/publication/328229319_Spatio-temporal_distribution_of_slides_1999-2015_in_Combeima_s_River_hydrographic_basin_Colombia,13613,2009/12/31,,,"{""Fuente"":""InterpretaciÃ³n visual"",""Sitio"":""Vereda La Coqueta"",""Tipo_de_Mo"":""Deslizamiento"",""Subtipo_de"":""Rotacional"",""Código_Cob"":"" "",""Categoria"":""Pastos arbolados"",""Símbolo_un"":""Qflarca"",""Nombre_Uni"":""DepÃ³sitos Consolidados y No Consolidados"",""O","Vereda La Coqueta, Ibagué, Tolima, Colombia",exact,rotational_slide,unknown,unknown,other,0.0,0.0,,,,Combeima,VIS050,4.45994526,-75.25982713,Colombia,CO,Tolima,Perales,13.96,,,COOLR_R,,,,,
POINT (104.542190017 20.5376828130001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong Lat 2018,Muong Lat Tanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.53768281,104.54219002,Vietnam,VN,Thanh Hoa,Muong Lat,5.3,,,COOLR_R,,,,,
POINT (106.679332951 16.787876854),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Huong Hua 2020,Huong Hua Quang Tri Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.78787685,106.67933295,Vietnam,VN,Quang Tri,Bo Ho Su,15.38,,,COOLR_R,,,,,
POINT (98.267038529 16.8849975140001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.88499751,98.26703853,Myanmar,MM,Kayin,Htisekaw,14.58,,,COOLR_R,,,,,
POINT (-119.7826 37.6745000000001),ABC 30,http://abc30.com/traffic/mudslide-closes-hwy-140-near-entrance-to-yosemite/871948/,7889,2016/06/21,23:00,"El Portal, Highway 140 near the entrance to Yosemite National Park",Highway 140 near the entrance to Yosemite National Park is closed because of a mudslide Tuesday night in El Portal.,"El Portal, Highway 140 near the entrance to Yosemite National Park",1km,debris_flow,downpour,medium,above_road,0.0,0.0,,https://pbs.twimg.com/media/CKiT5cQWIAAb5IV.jpg:large,,GLC,7889,37.6745,-119.7826,United States,US,California,Yosemite Village,17.94,2016/06/29,,COOLR_R,,,,,
POINT (153.072707706 -25.816870165),Awareness Act,https://awarenessact.com/watch-as-part-of-this-beach-is-literally-swallowed-by-the-ocean/,14645,2018/09/23,unknown,Inkskip Point Landslide,200-300 meters of coast slipped into the water on Inkskip Point.,"Inkskip Point, Rainbow Beach, Queensland, Australia",1km,landslide,other,very_large,above_coast,0.0,0.0,,,Close to 2015 sinkhole.,GLC,,-25.81687017,153.07270771,,,,Inskip Point,1.68,2020/06/11,,COOLR_R,,,,,
POINT (93.7731600390001 23.2662967360001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.26629674,93.77316004,Myanmar,MM,Chin,Letha,22.26,,,COOLR_R,,,,,
POINT (104.515901083 20.480289789),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong Lat 2018,Muong Lat Tanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.48028979,104.51590108,Vietnam,VN,Thanh Hoa,Muong Lat,10.2,,,COOLR_R,,,,,
POINT (102.344293393 19.662916775),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.66291678,102.34429339,Laos,LA,Louangphabang,Ban Pak Mene,14.38,,,COOLR_R,,,,,
POINT (-122.2288 47.5513),pnwlocalnews,http://www.pnwlocalnews.com/east_king/mir/news/111817699.html,2841,2010/12/12,,"5700 West Mercer Way, WA","Matheson said a landslide at 5700 West Mercer Way pushed two cars together that were parked in a driveway. The vehicles then were pushed into a tree.  “The cars are still teetering on the ravine edge,” said occupant Christine Poli, adding that the ca","5700 West Mercer Way, WA",exact,landslide,downpour,medium,unknown,0.0,0.0,,,,GLC,2841,47.5513,-122.2288,United States,US,Washington,Boeing Field King County International,5.93,2014/04/01,,COOLR_R,,,,,
POINT (-122.838041 43.312864),Channel 4 KPIC,http://kpic.com/news/local/landslides-temporarily-close-the-popular-fall-creek-falls-trail,10360,2017/03/09,unknown,Fall Creek Falls Trailhead Landslide,"Fall Creek Falls trail is temporarily closed due to a landslide about 0.1 miles in from the trailhead, Umpqua National Forest officials said. The trailhead is located at milepost 32.6 on Highway 128. Access to the falls from Forest Road 4710 is currently","milepost 32.6, Highway 138 (Rogue-Umpqua Scenic Byway), Idleyld Park, OR 97447",exact,landslide,rain,small,above_road,0.0,0.0,,http://static-18.sinclairstoryline.com/resources/media/7f13ff2b-0995-42cf-8f0a-fa0734f5b580-large16x9_170309SlideFallCreekFallstrailJaniePardoMarch72017.jpg?1489108819031,Date approximated from date of article.,GLC,,43.312864,-122.838041,United States,US,Oregon,Steamboat,9.56,2017/10/05,,COOLR_R,,,,,
POINT (103.8646 22.3608),NDTV,http://www.ndtv.com/world-news/3-dead-and-7-missing-in-landslides-and-floods-in-vietnam-1440606,9450,2016/08/05,,Resort Town of So Pa,,Resort Town of So Pa,25km,landslide,tropical_cyclone,medium,above_road,3.0,7.0,Typhoon Nida,,,GLC,9450,22.3608,103.8646,Vietnam,VN,Lao Cai,Cha Pa,3.76,2016/08/09,,COOLR_R,,,,,
POINT (105.104631113 20.919661994),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Da Bac 2017,Da Bac Hoa Binh Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.91966199,105.10463111,Vietnam,VN,Hoa Binh,Gieu Ca,2.51,,,COOLR_R,,,,,
POINT (93.9782257160001 23.6195698340001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.61956983,93.97822572,Myanmar,MM,Chin,Seksih,8.26,,,COOLR_R,,,,,
POINT (104.578635192 20.4413159310001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong Lat 2018,Muong Lat Tanh Hoa Vietnam 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,20.44131593,104.57863519,Vietnam,VN,Thanh Hoa,Muong Lat,10.7,,,COOLR_R,,,,,
POINT (103.536566031 18.5441486170001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Thaphabath 2015,Thaphabath Bolikhamsai Laos 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,18.54414862,103.53656603,Laos,LA,Bolikhamxai,Ban Hatkham,13.44,,,COOLR_R,,,,,
POINT (98.2307153660001 16.910435555),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hpa-An 2018,Hpa-An Kayin Myanmar 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.91043556,98.23071537,Myanmar,MM,Kayin,Htisekaw,13.85,,,COOLR_R,,,,,
POINT (-84.5245 39.0821),Cincinnati's WLWT 5,http://www.wlwt.com/news/2-landslides-close-roads-in-Cincinnati-NKY/24957786#http://www.wlwt.com/news/2-landslides-close-roads-in-Cincinnati-NKY/24957786%23!bcvsz5,5945,2014/03/12,12:00,"N Park Rd Covington, KY 41011","The first landslide happened around noon near the entrance of Devou Park in Covington. City Engineer Mike Yeager said the city knew about the landslide potential along North Park Road, and had been working on a plan to deal with it and budgeting money fo","N Park Rd Covington, KY 41011",1km,landslide,unknown,medium,above_road,0.0,0.0,,,,GLC,5945,39.0821,-84.5245,United States,US,Kentucky,Cincinnati,8.39,2014/08/24,,COOLR_R,,,,,
POINT (106.526340362 16.9021716870001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Huong Hua 2020,Huong Hua Quang Tri Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.90217169,106.52634036,Vietnam,VN,Quang Tri,Phou Khoy,23.86,,,COOLR_R,,,,,
POINT (93.8387767520001 23.809605838),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.80960584,93.83877675,Myanmar,MM,Chin,Manipur,13.47,,,COOLR_R,,,,,
POINT (106.492907345 16.824812206),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Huong Hua 2020,Huong Hua Quang Tri Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.82481221,106.49290735,Laos,LA,Savannakhét,Muang Xepon,17.91,,,COOLR_R,,,,,
POINT (91.4974751830001 24.025153876),Northeast Now,https://nenow.in/north-east-news/incessant-rain-triggers-landslides-in-tripura-4-killed.html,11357,2018/05/18,,Kambhukcherra and Belfungpara village landslides,"Incessant rains triggered two separate landslide incidents in neighboring villages. The first landslide hapened in Kambhukcherra village in West Tripura, killing 3 family members. In Belfungpara village, a second landslide killed one. All four are from t","Kambhukcherra and Belfunpara villages, West Tripura, Tripura",5km,landslide,continuous_rain,unknown,unknown,4.0,0.0,,,,GLC,,24.02515388,91.49747518,India,IN,Tripura,Khowai,12.53,2018/05/18,,COOLR_R,,,,,
POINT (107.320018155 16.3903978700001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phong Dien 2020,Phong Dien Thua Thien-Hue Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.39039787,107.32001816,Vietnam,VN,Thua Thien-Hue,Song Ta Trach,15.8,,,COOLR_R,,,,,
POINT (22.265529229 42.0236642400001),Igor,"Peshevski, I., Jovanovski, M., & Nedelkovska, N. (2018). Landslides in Republic of Macedonia. Unpublished raw data, Ss. Cyril and Methodius University in Skopje,  Skopje,  MK.",13194,,unknown,RMD # 166-4-3_0002,,Rockfall_Access_road_Dam_Knezevo_2,unknown,rock_fall,construction,unknown,unknown,0.0,0.0,,,"Geology = pyroclostites+soil debris, Max int.M = 8, Azimuth = 340 , Activity State = passive, Depth = shallow, Damage = threatened_traffic, Remediation = yes, Monitoring = no",RMD,166-4-3_0002,42.02366424,22.26552923,The Former Yugoslav Republic of Macedonia,MK,Probistip,Kratovo,9.02,,,COOLR_R,,,,,
POINT (93.675265316 22.38077163),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Hakha 2015,Hakha Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,22.38077163,93.67526532,Myanmar,MM,Chin,Bungtuah,9.13,,,COOLR_R,,,,,
POINT (103.99636117 21.646672907),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong La 2017,Muong La Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.64667291,103.99636117,Vietnam,VN,Yen Bai,Ban Na Tong,15.19,,,COOLR_R,,,,,
POINT (104.236242454 21.8651186430001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Mu Chang Chai 2017,Mu Chang Chai Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.86511864,104.23624245,Vietnam,VN,Yen Bai,Tule,9.43,,,COOLR_R,,,,,
POINT (104.251550748 21.6224512840001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Muong La 2017,Muong La Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.62245128,104.25155075,Vietnam,VN,Son La,Poun Loung,13.91,,,COOLR_R,,,,,
POINT (35.3596351830001 1.39167761700003),"Benz, G., and Stanley, T. (2020). Pokot Landslide Inventory.",https://www.capitalfm.co.ke/news/2019/11/landslide-death-toll-in-west-pokot-rises-to-43/,20688,2019/11/23,unknown,2019 West Pokot Landslides,,,exact,,rain,,,0.0,0.0,,,"Location digitized from Sentinel image for April 6, 2020",Pokot,,1.39167762,35.35963518,Kenya,KE,West Pokot,Cherangany Hills,13.27,,,COOLR_R,,,,,
POINT (93.9012874690001 23.3689430630001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.36894306,93.90128747,Myanmar,MM,Chin,Neyinzaya Chaung,14.63,,,COOLR_R,,,,,
POINT (102.428330263 19.6740274260001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.67402743,102.42833026,Laos,LA,Louangphabang,Ban Pak Mene,5.89,,,COOLR_R,,,,,
POINT (104.123212379 21.8026869560001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Mu Chang Chai 2017,Mu Chang Chai Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.80268696,104.12321238,Vietnam,VN,Yen Bai,Poun Loung,10.4,,,COOLR_R,,,,,
POINT (79.6367000000001 29.7334000000001),ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,3821,2011/07/21,,"Kumaon, Uttarakhand","Dehradun, July 21 (PTI) Two persons were killed and five injured in Uttarakhand, where incessant rains triggered landslides in Garhwal and Kumaon region, blocking several routes and disrupted normal life.Scores of pilgrims were stranded as the debris fro","Kumaon, Uttarakhand",25km,landslide,rain,medium,unknown,1.0,0.0,,,,GLC,3821,29.7334,79.6367,India,IN,Uttaranchal,Almora,14.54,2014/04/01,,COOLR_R,,,,,
POINT (-3.38386493999997 51.1827817430001),This is the West Country,https://www.thisisthewestcountry.co.uk/news/16907900.blue-anchor-pubs-landlady-anger-at-west-somerset-council/,14495,,unknown,Blue Anchor Hotel,"Coastal erosion caused landslide cracks at the Blue Anchor Hotel, a hazard that was predicted in previous years.","Blue Anchor Hotel, West Somerset, England",exact,translational_slide,other,small,above_coast,0.0,0.0,,https://www.thisisthewestcountry.co.uk/resources/images/8090490/?type=responsive-gallery-fullscreen,,GLC,,51.18278174,-3.38386494,United Kingdom,GB,England,Cardiff,24.08,2020/06/18,,COOLR_R,,,,,
POINT (102.450846578 19.776207103),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Xieng Ngeun 2018,Xieng Ngeun Luang Prabang Laos 2018,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,19.7762071,102.45084658,Laos,LA,Louangphabang,Ban Pak Mene,8.25,,,COOLR_R,,,,,
POINT (104.334967143 21.5199922080001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.51999221,104.33496714,Vietnam,VN,Yen Bai,Lao Phou Van,17.3,,,COOLR_R,,,,,
POINT (106.483731782 16.826476314),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Huong Hua 2020,Huong Hua Quang Tri Vietnam 2020,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,16.82647631,106.48373178,Laos,LA,Savannakhét,Muang Xepon,17.45,,,COOLR_R,,,,,
POINT (93.9037730210001 23.6474784210001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.64747842,93.90377302,Myanmar,MM,Chin,Seksih,0.67,,,COOLR_R,,,,,
POINT (90.5549 25.2193),Shillong Times,http://www.theshillongtimes.com/2015/08/20/child-washed-away-in-tura/,7336,2015/08/19,09:00,NH-62 at Sibbari,The three days of deluge caused a portion of NH-62 to remain closed for some hours at Sibbari area due to a land slip on Wednesday morning.,NH-62 at Sibbari,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,GLC,7336,25.2193,90.5549,India,IN,Meghalaya,Durgapur,15.45,2015/08/21,,COOLR_R,,,,,
POINT (93.75955579 23.5210781820001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.52107818,93.75955579,Myanmar,MM,Chin,Seksih,19.69,,,COOLR_R,,,,,
POINT (-117.3092 44.4109),Oregon DOT,,8358,2014/03/03,10:00,"I 84, milepost 343",,"I 84, milepost 343",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,ODOT,8358,44.4109,-117.3092,United States,US,Oregon,Huntington,6.23,2016/07/06,,COOLR_R,,,,,
POINT (104.368356559 21.557660942),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Tram Tau 2017,Tram Tau Yen Bai Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.55766094,104.36835656,Vietnam,VN,Yen Bai,Nghia Lo,14.94,,,COOLR_R,,,,,
POINT (123.5378 13.7442),GMA News,http://www.gmanetwork.com/news/story/585312/news/regions/typhoon-karen-brings-floods-in-luzon-areas-landslide-in-camsur,9623,2016/10/17,,Lagonoy,"The landslide at Lagonoy town occupied two lanes of the road, covering more than a kilometer, blocking even motorcycles from passing through it, a report from Unang Balita said.",Lagonoy,50km,landslide,tropical_cyclone,medium,above_road,0.0,0.0,Karen,,,GLC,9623,13.7442,123.5378,Philippines,PH,Camarines Sur,Lagonoy,1.74,2016/10/19,,COOLR_R,,,,,
POINT (-78.412713573 0.173585782000032),La Hora,https://www.lahora.com.ec/noticia/1102211132/una-obra-en-san-jose-de-minas-fue-la-tumba-de-cuatro-jornaleros,13301,2018/12/28,06:00,San Jose de Minas Hydroelectric project landslide,"As many as four people were killed in a landslide near Ecuador's capital city Quito, a local fire department said on Friday. ""According to preliminary data, there are four dead in a landslide in San Jose de Minas sector,"" the fire service said in Twitter","San Jose de Minas, Quito",5km,landslide,construction,medium,above_road,4.0,0.0,,https://www.lahora.com.ec/contenido/cache/64/una-obra-en-san-jose-de-minas-fue-la-tumba-de-cuatro-jornaleros-imagen-1-_20181227090527-682x512.jpg,,GLC,,0.17358578,-78.41271357,Ecuador,EC,Pichincha,Laguna de Mojanda,8.16,2019/01/22,,COOLR_R,,,,,
POINT (103.326404435 18.4863773440001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Thaphabath 2015,Thaphabath Bolikhamsai Laos 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,18.48637734,103.32640444,Laos,LA,Bolikhamxai,Phou Lavague,12.26,,,COOLR_R,,,,,
POINT (94.6850306000001 18.7152706100001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,11688,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,burned_area,0.0,0.0,,,Cherrington/High/,SMMML,109,18.71527061,94.6850306,Myanmar,MM,Rakhine,Buyo Chaung,19.24,2018/08/17,,COOLR_R,,,,,
POINT (98.96568304 12.6919111500001),NASA SERVIR Science Coordination Office & SERVIR-Mekong,https://servir.adpc.net/,12264,,,Landslide in Myanmar,,,exact,landslide,unknown,unknown,unknown,0.0,0.0,,,Eifert/Medium/before 2010/,SMMML,685,12.69191115,98.96568304,Myanmar,MM,Tanintharyi,Sarawa Chaung,15.94,2018/08/17,,COOLR_R,,,,,
POINT (-120.5001 46.9085000000001),kndo,http://www.kndo.com/story/19059499/mudslide-closes-river-canyon-road,4464,2012/07/17,,"Canyon Rd, Ellenburg, WA","Tuesday night's storm caused some serious problems for folks trying to get through the Yakima River Canyon. Heavy rain caused two mudslides on State Route 821, closing down part of it. Department of Transportation crews who were hard at work, cleaning up","Canyon Rd, Ellenburg, WA",10km,mudslide,downpour,medium,unknown,0.0,0.0,,,,GLC,4464,46.9085,-120.5001,United States,US,Washington,Ellensburg,9.58,2014/04/01,,COOLR_R,,,,,
POINT (5.81670000000003 5.30000000000007),thetidenews,http://www.thetidenews.com/article.aspx?qrDate=01/12/2008&qrTitle=Landslide destroys building at Bayelsa&qrColumn=NEWS,421,2008/01/12,,Okoloba community,10 house destroyed,Okoloba community,5km,landslide,rain,medium,unknown,0.0,0.0,,,,GLC,421,5.3,5.8167,Nigeria,NG,Delta,Frukama,6.18,2014/04/01,,COOLR_R,,,,,
POINT (-76.203305712 -13.7115313849999),Al Jazeera,http://www.aljazeera.com/news/2017/01/floods-lash-bolivia-peru-170126091756410.html,10779,2017/01/24,unknown,Pisco Mudslides south of Lima,"The past few days have seen flooding across parts of South America. Chile has been badly affected. So too have Bolivia and Peru. The town of Pisco, located to the south of capital Lima, has also being hit by mudslides after heavy rainfall.","Pisco, Ica, 11601",10km,mudslide,downpour,medium,unknown,0.0,0.0,,,"Date approximated from date of rain, but exact date unknown",GLC,,-13.71153138,-76.20330571,Peru,PE,Ica,Pisco,1.02,2017/10/31,,COOLR_R,,,,,
POINT (93.9313867290001 23.580162645),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Falam 2015,Falam Chin Myanmar 2015,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,23.58016265,93.93138673,Myanmar,MM,Chin,Seksih,7.52,,,COOLR_R,,,,,
POINT (104.522913686 21.2669986500001),Rainfall-induced landslide inventories for Lower Mekong,https://doi.org/10.1002/gdj3.145,0,,unknown,Phu Yen 2017,Phu Yen Son La Vietnam 2017,,1km,unknown,rain,unknown,unknown,0.0,0.0,,,,LMR,,21.26699865,104.52291369,Vietnam,VN,Son La,Ban Pho,13.01,,,COOLR_R,,,,,
