WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (104.068236915 21.574141104),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong La Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (104.731093917 21.1454611940001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (-97.4646999999999 20.5004000000001),UGLC,CALC,COOLR_R,5403,2019,Mexico,1000.0,2013/08/26,2013/08/26,slide,rainfall,7,CALC,CALC,3.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Tuxpan, Veracruz, description: Torrential rains triggered by tropical depression Fernand killed 13 people in central Mexico on Monday before it dissipated, though the country's major oil installations were unaffected. Nine people were killed in the town of Yecuatla, three in the city",Source: http://www.cbc.ca/news/world/mexico-storm-related-landslides-kill-13-1.1370491
POINT (-123.7083 44.3543000000001),UGLC,CALC,COOLR_R,3140,2019,United States,5000.0,2011/02/21,2011/02/21,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: rt 24, 9 mi west of Alsea, COR, description: February 21, 2011 6:00 pm  The westbound lane of Highway 34 nine miles west of Alsea near milepost 30 is expected to remain closed until sometime this morning as Oregon Department of Transportation crews work to clear a landslide. The ODOT crews worked f",Source: http://www.gazettetimes.com/news/local/article_9ed8b716-3dfa-11e0-8e9a-001cc4c03286.html
POINT (80.089351718 6.60896158600002),UGLC,CALC,COOLR_R,14567,2019,Sri Lanka,5000.0,2018/10/07,2018/10/07,slide,rainfall,9,CALC,CALC,0.0,4.0,"Cooperative Open Online Landslide Repository - NASA, locality: Udowita-Nebada, Kalutara, Sri Lanka, description: Storms and flooding caused 4 people to be hospitalized after a landslide fell on 2 houses is Udowita-Nebada, Kalutara.",Source: http://www.adaderana.lk/news/50525/landslip-in-kalutara-four-hospitalized
POINT (104.953703006 21.049620599),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Da Bac Hoa Binh Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (104.416435302 21.501640142),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (98.3834000000001 8.84270000000004),UGLC,CALC,COOLR_R,196,2019,Thailand,25000.0,2007/08/20,2007/08/20,complex,rainfall,9,CALC,CALC,1.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Pheng-Nga and Surat Thani, Takuapha Municipality, description: LS on road cuts, blocking passage",Source: http://etna.mcot.net/query.php?nid=31177
POINT (93.9444294310001 23.519795495),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (93.789976498 23.340956997),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (94.0008598430001 23.762971206),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (103.60400824 22.732246805),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Bat Xat Lao Cai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (104.564319675 21.263882348),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (102.459636269 19.7054373),UGLC,CALC,COOLR_R,ND,2019,Laos,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Xieng Ngeun Luang Prabang Laos 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (93.6481748050001 22.5189618590001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (93.7700696150001 22.6789471750001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (35.9814000000001 34.2451),UGLC,CALC,COOLR_R,6865,2019,Lebanon,1000.0,2015/03/12,2015/03/12,slide,rainfall,7,CALC,CALC,0.0,2.0,"Cooperative Open Online Landslide Repository - NASA, locality: Hasroun, Bsharri, description: At least two people were wounded on Thursday in a landslide triggered by heavy rain in the northern Bsharri district, the state-run National News Agency reported.",Source: http://www.naharnet.com/stories/en/171124
POINT (94.041110329 23.76231209),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (-83.0946 35.5260000000001),UGLC,CALC,COOLR_R,1474,2019,United States,1000.0,2010/02/05,2010/02/05,mudslide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Maggie Valley, NC, description: A landslide has damaged or destroyed at least four houses in the N.C. mountains, but no injuries were reported. Multiple media outlets reported the mud began moving about 7 p.m. Friday, heading down a road near Maggie Valley. Sheriff Bobby Suttles said t",Source: http://www.charlotteobserver.com/breaking/story/1230408.html
POINT (104.086373795 21.5928971490001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong La Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (-82.443 36.1364),UGLC,CALC,COOLR_R,2265,2019,United States,1000.0,2010/08/18,2010/08/18,complex,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Hilemon Ranch rd, just off I-26(rt 23), Unicoi county, TN, description: Heavy rain caused a landslide of sorts in Unicoi County Wednesday night.  It happened around 7:30 p.m. on Hilemon Ranch Road just off Interstate 26.  Crews on the scene told 11 Connects all the dry weather earlier this summer caused a dry cavern.  When i",Source: http://www2.tricities.com/news/2010/aug/18/p-ar-461524/
POINT (93.7948557810001 23.281408201),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.413051707 21.5388514260001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (78.4400000000001 30.7362000000001),UGLC,CALC,COOLR_R,4472,2019,India,10000.0,2012/08/14,2012/08/14,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Uttarkashi, Uttarakhand,, description: Five personnel of Border Road Organisation (BRO), including an officer were injured when landslides triggered by incessant rains hit the Swarigaad area in Uttarkashi district. The incident took place when the victims were repairing a road damaged in the",Source: http://ibnlive.in.com/generalnewsfeed/news/five-bro-personnel-injured-in-landslides/1043221.html
POINT (105.105341205 20.9036683140001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Da Bac Hoa Binh Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (103.229872552 18.4760469020001),UGLC,CALC,COOLR_R,ND,2019,Laos,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Thaphabath Bolikhamsai Laos 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (77.5947 10.9628000000001),UGLC,CALC,COOLR_R,4981,2019,India,ND,2013/06/25,2013/06/25,slide,rainfall,10,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: First Hairpin Bend, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu, description: The landslides occurred at First Hairpin Bend, Thenpara and Jaram regions of Ghat Road, after the heavy rain received at Nadukani last night. Efforts to clear the block began early morning on Tuesday by forest officials who arrived from Nellikkuthu.",Source: http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms
POINT (-84.5577 10.0421000000001),UGLC,CALC,COOLR_R,2682,2019,Costa Rica,10000.0,2010/11/04,2010/11/04,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: road to Caldera through Cambronero, description: November 6, 2010 by rigo  With the help of aircraft sent by three countries, the government hopes to break the isolation in which they are the southern and central Pacific due to road damage caused by four days of torrential rain.  Meanwhile, the new roa",Source: http://fortunatimes.com/2010/11/06/no-passage-to-the-south-and-central-pacific/
POINT (-122.3679 47.3236000000001),UGLC,CALC,COOLR_R,3496,2019,United States,1000.0,2011/05/14,2011/05/14,complex,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Dash Point rd., between 26th Avenue SW and 30th Avenue SW, Federal Way, WA, description: May 16 2011  In just over 48 hours, rainfall records around the Puget Sound were shattered.  At Sea-Tac airport, 0.97 inches were recorded for Saturday, and 0.81 inches fell Sunday. The previous records for May 14 and 15 were 0.53 inches in 2001, and 0.5",Source: http://www.pnwlocalnews.com/south_king/fwm/news/121927763.html
POINT (104.073578834 21.7962729660001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Mu Chang Chai Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (93.6648563700001 22.3979787700001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hakha Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (104.570864823 21.2504367120001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (28.9540000000001 -1.91099999999994),UGLC,CALC,COOLR_R,12785,2019,Congo DRC,1000.0,2015/12/09,2015/12/09,slide,rainfall,7,CALC,CALC,6.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: ND",Source: https://doi.org/10.1007/s10346-018-1008-y
POINT (-91.3604999999999 14.9102),UGLC,CALC,COOLR_R,1925,2019,Guatemala,10000.0,2010/05/30,2010/05/30,slide,rainfall,9,CALC,CALC,3.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Totonicapan, description: Volunteer rescue crews reported at least 14 other deaths: Eight in two landslides in the Guatemala City area, and six in landslides in the northeastern towns of Quiche and Totonicapan.",Source: http://calamities.gaeatimes.com/2010/05/30/tropical-storm-agathas-torrential-rains-landslides-kill-44-in-central-america-27140/
POINT (98.1512294660001 16.947941831),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hpa-An Kayin Myanmar 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (103.744054573 22.353938747),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tam Duong Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (105.041014832 20.916120005),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Da Bac Hoa Binh Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (104.082898503 21.4926434130001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong La Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (106.710905527 16.889106004),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Huong Hua Quang Tri Vietnam 2020",Source: https://doi.org/10.1002/gdj3.145
POINT (106.640443114 16.887931752),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Huong Hua Quang Tri Vietnam 2020",Source: https://doi.org/10.1002/gdj3.145
POINT (104.594874539 20.509011747),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong Lat Tanh Hoa Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (94.0035069450001 23.7196815080001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (77.304713571 31.773157439),UGLC,CALC,COOLR_R,10856,2019,India,5000.0,2017/03/22,2017/03/22,slide,human,9,CALC,CALC,1.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Sainj, Kullu, Himachal Pradesh, description: The helper of a JCB machine operator was killed after he was buried alive in a landslide near Sainj, Shimla, on Wednesday morning.  The JCB was involved in constructing a retaining wall when debris from the landslide covered it. Superintendent of police",Source: http://timesofindia.indiatimes.com/city/chandigarh/jcb-helper-dies-in-landslide/articleshow/57782019.cms
POINT (-75.247805171 4.44419511200005),UGLC,CALC,COOLR_R,13394,2019,Colombia,0.0,2011/11/15,2011/11/15,ND,ND,1,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Sin determinar, Ibagué, Tolima, Colombia, description: {""Fuente"":""Servicio GeolÃ³gico Colombiano (SIMMA)"",""Sitio"":""Sin determinar"",""Tipo_de_Mo"":""      Deslizamiento"",""Subtipo_de"":""Sin catalogar"",""Código_Cob"":"" "",""Categoria"":""Rastrojo"",""Símbolo_un"":""Qflarca"",""Nombre_Uni"":""DepÃ³sitos Consolidados y No Co",Source: https://www.researchgate.net/publication/328229319_Spatio-temporal_distribution_of_slides_1999-2015_in_Combeima_s_River_hydrographic_basin_Colombia
POINT (104.328635101 21.5327519890001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (103.40943662 22.667272643),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phong Tho Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (93.8224564720001 23.2620719120001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (98.2645881400001 16.8704539660001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Hpa-An Kayin Myanmar 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (104.789789467 21.1802510370001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phu Yen Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (120.9108 16.9603000000001),UGLC,CALC,COOLR_R,8885,2019,Philippines,25000.0,2016/07/08,2016/07/08,rock fall,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Bontoc- Baguio road, Mountain Province, Philippines, description: Heavy rains and strong wind brought about by the southwest monsoon (Habagat) that was enhanced by Typhoon Butchoy has caused floods and rock slides across the Philippines on Friday. Along the Bontoc-Bagui Road in Mt. Province, a rock slide occurred on a",Source: http://www.gmanetwork.com/news/story/572972/news/nation/floods-rock-slides-reported-in-phl-due-to-typhoon-enhanced-habagat
POINT (24.8656 -10.7141999999999),UGLC,CALC,COOLR_R,9357,2019,Congo DRC,50000.0,2016/03/08,2016/03/08,slide,human,9,CALC,CALC,2.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Katanga Mining operation in the Democratic Republic of Congo, description: Two workers died and five are missing at Glencore's (LON:GLEN) Katanga Mining operation in the Democratic Republic of Congo after a pit wall collapsed on Tuesday.  The “geotechnical failure” — or a landslide — occurred on the north wall of the KO",Source: http://www.mining.com/landslide-at-glencore-katanga-mine-in-drc-leaves-7-missing/
POINT (13.5114 43.6263000000001),UGLC,CALC,COOLR_R,5383,2019,Italy,25000.0,2013/08/22,2013/08/22,slide,seismic,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Ancona, description: Rescue officials said they are searching for a man who disappeared from Ancona, Italy, where an earthquake caused a landslide Thursday. Firefighters and harbor control were combing the beach area looking for the man. The area remained closed to tourists",Source: http://www.upi.com/Top_News/World-News/2013/08/22/44-magnitude-earthquake-causes-landslide-in-Italy-man-missing/UPI-42201377176713/?spt=hs&or=tn
POINT (103.625111222 22.7221604600001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Bat Xat Lao Cai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (82.2830000000001 29.5679000000001),UGLC,CALC,COOLR_R,9035,2019,Nepal,1000.0,2016/07/16,2016/07/16,slide,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Chimat village, Mangri, Mugu, Nepal, description: A herdsman along with his 180 goats has gone missing after a rainfall-triggered landslide in Chimath, Magri-1 in the district on Saturday.  According to police, earlier 200 goats had gone missing, but 20 were found dead later.     Whereabouts of the herd",Source: http://thehimalayantimes.com/nepal/herdsman-180-goats-missing-after-mugu-landslide/
POINT (10.8259974150001 44.2436549290001),UGLC,CALC,COOLR_R,14255,2019,Italy,100000.0,2018/10/30,2018/10/30,mudslide,rainfall,9,CALC,CALC,1.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Fanano, Modena, description: Storms and severe weather swept across Italy. A woman died when her home was engulfed by a mudslide in the northern region of Trentino.",Source: https://www.businesstimes.com.sg/government-economy/11-dead-in-italy-storms-as-wild-weather-sweeps-europe
POINT (109.196877596 12.1810460240001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Nha Trang Khanh Hoa Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (104.61535104 20.6143272090001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong Lat Tanh Hoa Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (-113.7188 48.7195),UGLC,CALC,COOLR_R,4465,2019,United States,25000.0,2012/07/17,2012/07/17,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Goint-to-the-Sun Rd, between Avalanche Creek and Logan pass, Browning, MT, description: Two days after a dozen rock and mud slides crashed down onto Glacier National Park’s Going-to-the-Sun Road, stranding vehicles for hours and forcing closure of the road from Avalanche Creek to Logan Pass, park officials reopened the scenic byway on Thu",Source: http://missoulian.com/news/local/going-to-the-sun-road-reopens-after-rock-mud-slides/article_362a4c4c-d1e8-11e1-b2e6-001a4bcf887a.html
POINT (104.377398557 21.541477319),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Tram Tau Yen Bai Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (103.351163266 22.71377175),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phong Tho Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (174.5986 -38.8932),UGLC,CALC,COOLR_R,2905,2019,New Zealand,1000.0,2010/12/28,2010/12/28,complex,rainfall,7,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Mt Messenger tunnel, description: An engaged couple had an abrupt end to their Christmas holiday on Tuesday when their car was struck by a landslide as they came out of Mt Messenger tunnel. Wellingtonians Steve Walter and Elena Sedouch were struck by a landslide on the north side of the",Source: http://www.stuff.co.nz/taranaki-daily-news/news/4501524/Landslide-blasts-car-across-road
POINT (-81.733105908 38.307827241),UGLC,CALC,COOLR_R,13300,2019,United States,0.0,2018/12/25,2018/12/25,mudslide,rainfall,1,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: US-119 S, South Charleston, West Virginia, 25309, description: Both lanes of U.S. Route 119 southbound are closed at Childress Road due to a mudslide. The road will be closed for some time.",Source: https://wchstv.com/news/local/us-119-southbound-closed-due-to-rockslide
POINT (104.603266726 20.578636289),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong Lat Tanh Hoa Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (98.9412005020001 8.28978737700004),UGLC,CALC,COOLR_R,ND,2019,Thailand,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Khao Phanom Krabi Thailand 2011",Source: https://doi.org/10.1002/gdj3.145
POINT (93.9155507120001 23.6422159700001),UGLC,CALC,COOLR_R,ND,2019,Myanmar,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Falam Chin Myanmar 2015",Source: https://doi.org/10.1002/gdj3.145
POINT (106.634647532 16.7936867400001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Huong Hua Quang Tri Vietnam 2020",Source: https://doi.org/10.1002/gdj3.145
POINT (104.270137 21.6250635480001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Muong La Son La Vietnam 2017",Source: https://doi.org/10.1002/gdj3.145
POINT (106.71261131 16.82785016),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Huong Hua Quang Tri Vietnam 2020",Source: https://doi.org/10.1002/gdj3.145
POINT (103.412531842 22.6596086220001),UGLC,CALC,COOLR_R,ND,2019,Vietnam,1000.0,1956/01/01,2023/01/01,ND,rainfall,8,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: ND, description: Phong Tho Lai Chau Vietnam 2018",Source: https://doi.org/10.1002/gdj3.145
POINT (9.40000000000003 45.9835),UGLC,CALC,COOLR_R,5728,2019,Italy,25000.0,2013/12/26,2013/12/26,slide,rainfall,9,CALC,CALC,0.0,0.0,"Cooperative Open Online Landslide Repository - NASA, locality: Valsassina, description: The bad weather that is sweeping the Lombardy has also resulted in two landslides in Valsassina, where were evacuated as a precaution some families",Source: http://lovesschool.com/gale-santo-stefano-italy-in-the-grip-of-the-bad-weather-and-landslides-injured-in-lecco/
